time	temp_1	temp_2	temp_3	temp_4	temp_5	temp_6	temp_7	temp_8	temp_9	temp_10	temp_11	temp_12	temp_13	temp_14
71.01	26.81	26.31	26.00	26.12	26.44	26.37	26.19	26.37	26.37	26.69	26.62	26.81	27.31	27.94
71.80	26.81	26.31	26.00	26.12	26.50	26.37	26.19	26.37	26.37	26.69	26.69	26.87	27.37	28.00
72.63	26.81	26.31	26.00	26.12	26.50	26.37	26.19	26.37	26.37	26.69	26.69	26.94	27.44	28.12
73.45	26.81	26.31	26.00	26.12	26.50	26.37	26.19	26.44	26.37	26.75	26.75	26.94	27.50	28.19
74.26	26.81	26.31	26.00	26.12	26.44	26.37	26.25	26.44	26.37	26.75	26.75	27.00	27.56	28.25
75.05	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.44	26.37	26.75	26.75	27.06	27.69	28.31
75.83	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.44	26.37	26.75	26.81	27.12	27.75	28.44
76.68	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.44	26.44	26.81	26.81	27.19	27.81	28.50
77.49	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.44	26.44	26.81	26.87	27.19	27.87	28.56
78.32	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.44	26.44	26.81	26.87	27.25	27.94	28.69
79.11	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.44	26.44	26.81	26.94	27.31	28.00	28.75
79.97	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.50	26.50	26.87	27.00	27.37	28.06	28.81
80.77	26.81	26.31	26.00	26.12	26.50	26.37	26.25	26.50	26.50	26.87	27.00	27.44	28.12	28.87
81.58	26.81	26.31	26.00	26.12	26.50	26.44	26.31	26.50	26.50	26.87	27.00	27.44	28.19	28.94
82.41	26.81	26.31	26.00	26.12	26.50	26.44	26.31	26.50	26.50	26.94	27.06	27.50	28.25	29.00
83.22	26.81	26.31	26.00	26.12	26.50	26.44	26.31	26.50	26.50	26.94	27.06	27.56	28.31	29.12
84.04	26.81	26.31	26.00	26.12	26.50	26.44	26.31	26.50	26.56	26.94	27.12	27.62	28.37	29.19
84.85	26.81	26.31	26.00	26.12	26.50	26.44	26.31	26.56	26.56	27.00	27.12	27.69	28.44	29.25
85.66	26.81	26.31	26.00	26.12	26.50	26.44	26.31	26.56	26.56	27.00	27.19	27.69	28.50	29.31
86.47	26.81	26.31	26.00	26.19	26.56	26.44	26.37	26.56	26.56	27.00	27.25	27.75	28.56	29.37
87.28	26.81	26.31	26.00	26.19	26.56	26.50	26.37	26.56	26.62	27.06	27.25	27.81	28.62	29.44
88.11	26.81	26.31	26.06	26.19	26.56	26.50	26.37	26.62	26.62	27.06	27.31	27.87	28.69	29.50
88.92	26.81	26.31	26.06	26.19	26.56	26.50	26.37	26.62	26.62	27.06	27.31	27.94	28.75	29.56
89.72	26.81	26.31	26.06	26.19	26.56	26.50	26.37	26.62	26.62	27.12	27.37	27.94	28.81	29.62
90.53	26.81	26.31	26.06	26.19	26.56	26.50	26.37	26.62	26.69	27.12	27.37	28.00	28.87	29.69
