time	temp_1	temp_2	temp_3	temp_4	temp_5	temp_6	temp_7	temp_8	temp_9	temp_10	temp_11	temp_12	temp_13	temp_14
73.31	27.94	28.31	28.00	28.37	28.37	28.37	28.31	28.62	27.69	27.25	27.75	27.87	28.37	27.50
73.98	27.94	28.31	27.94	28.31	28.37	28.31	28.25	28.69	27.75	27.31	27.75	27.81	28.37	27.50
74.66	27.94	28.31	27.94	28.37	28.37	28.37	28.31	28.69	27.75	27.31	27.75	27.81	28.31	27.50
75.32	27.94	28.31	28.00	28.37	28.44	28.37	28.31	28.62	27.75	27.31	27.69	27.81	28.37	27.50
75.97	27.94	28.31	27.94	28.37	28.44	28.37	28.31	28.62	27.75	27.31	27.75	27.87	28.31	27.50
76.64	27.94	28.31	27.94	28.37	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.37	27.50
77.30	27.94	28.31	27.94	28.37	28.37	28.37	28.31	28.62	27.75	27.31	27.69	27.81	28.31	27.50
77.98	27.94	28.25	27.94	28.31	28.44	28.31	28.25	28.62	27.69	27.31	27.69	27.81	28.37	27.50
78.62	27.94	28.31	27.94	28.37	28.44	28.37	28.31	28.69	27.69	27.31	27.75	27.81	28.37	27.50
79.31	27.94	28.31	27.87	28.31	28.44	28.37	28.31	28.69	27.62	27.31	27.75	27.81	28.37	27.50
79.94	27.94	28.31	27.94	28.37	28.37	28.37	28.31	28.69	27.69	27.25	27.75	27.87	28.37	27.50
80.61	27.87	28.31	27.94	28.31	28.37	28.37	28.31	28.69	27.69	27.31	27.75	27.81	28.31	27.50
81.28	27.94	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.25	27.75	27.87	28.31	27.50
81.95	27.94	28.25	27.94	28.31	28.37	28.31	28.31	28.62	27.69	27.31	27.75	27.81	28.31	27.50
82.61	27.94	28.25	27.94	28.37	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.50
83.26	27.94	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.31	27.75	27.81	28.31	27.50
83.94	27.94	28.31	27.94	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.50
84.59	27.94	28.31	27.94	28.31	28.37	28.37	28.31	28.62	27.75	27.25	27.75	27.81	28.37	27.50
85.25	27.94	28.31	27.94	28.31	28.37	28.31	28.31	28.62	27.69	27.31	27.75	27.81	28.37	27.50
85.91	27.87	28.31	27.94	28.31	28.37	28.37	28.31	28.69	27.75	27.31	27.75	27.87	28.37	27.50
86.56	27.94	28.31	27.94	28.37	28.37	28.37	28.31	28.69	27.75	27.25	27.75	27.81	28.31	27.50
87.23	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.75	27.25	27.75	27.81	28.37	27.50
87.91	27.94	28.25	27.94	28.31	28.37	28.31	28.31	28.69	27.69	27.25	27.69	27.81	28.37	27.50
88.56	27.94	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.31	27.69	27.81	28.37	27.56
89.24	27.94	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.31	27.75	27.81	28.37	27.50
89.91	27.94	28.31	27.94	28.31	28.37	28.31	28.25	28.69	27.75	27.25	27.69	27.81	28.31	27.50
90.57	27.87	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.81	27.25	27.69	27.81	28.31	27.50
91.23	27.87	28.25	27.94	28.31	28.37	28.37	28.31	28.69	27.75	27.25	27.75	27.87	28.31	27.50
91.89	27.87	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.75	27.31	27.69	27.81	28.31	27.50
92.54	27.87	28.25	27.94	28.37	28.37	28.31	28.31	28.62	27.75	27.25	27.69	27.81	28.31	27.50
93.21	27.94	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.81	27.25	27.69	27.81	28.31	27.50
93.89	27.94	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.75	27.81	28.31	27.50
94.53	27.94	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.75	27.31	27.75	27.81	28.37	27.50
95.21	27.87	28.31	27.94	28.37	28.37	28.37	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
95.86	27.87	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.75	27.81	28.31	27.50
96.54	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.69	27.69	27.31	27.69	27.81	28.31	27.50
97.19	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.62	27.75	27.25	27.75	27.87	28.37	27.50
97.85	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.69	27.69	27.25	27.75	27.81	28.37	27.50
98.51	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.31	27.75	27.81	28.37	27.50
99.18	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.69	27.75	27.25	27.69	27.81	28.37	27.44
99.85	27.94	28.25	27.94	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.37	27.50
100.51	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.62	27.75	27.25	27.75	27.81	28.37	27.50
101.17	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.62	27.62	27.25	27.75	27.81	28.31	27.50
101.83	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
102.48	27.87	28.25	27.87	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
103.15	27.87	28.31	27.87	28.31	28.37	28.37	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
103.81	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.75	27.81	28.31	27.44
104.48	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.75	27.81	28.31	27.44
105.13	27.87	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.75	27.81	28.31	27.44
105.81	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.56	27.75	27.31	27.75	27.81	28.31	27.44
106.46	27.87	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.75	27.81	28.31	27.44
107.14	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.56	27.69	27.25	27.75	27.81	28.31	27.50
107.81	27.87	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.75	27.25	27.75	27.81	28.31	27.50
108.46	27.87	28.31	27.94	28.31	28.37	28.31	28.31	28.62	27.75	27.25	27.69	27.81	28.31	27.50
109.12	27.87	28.31	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.25	27.75	27.81	28.31	27.50
109.78	27.87	28.31	27.94	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.50
110.45	27.87	28.25	27.94	28.31	28.31	28.37	28.25	28.62	27.75	27.25	27.75	27.81	28.31	27.50
111.13	27.87	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.75	27.81	28.31	27.50
111.77	27.87	28.31	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.75	27.81	28.31	27.50
112.43	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
113.10	27.87	28.25	27.94	28.31	28.37	28.31	28.31	28.62	27.75	27.31	27.75	27.81	28.31	27.50
113.79	27.87	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.75	27.81	28.31	27.44
114.42	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
115.08	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
115.75	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
116.42	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.75	27.81	28.31	27.44
117.08	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.75	27.81	28.31	27.50
117.77	27.87	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.50
118.44	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.50
119.06	27.87	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.50
119.74	27.87	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
120.38	27.94	28.25	27.94	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
121.07	27.87	28.25	27.94	28.31	28.37	28.31	28.19	28.62	27.69	27.25	27.69	27.81	28.37	27.44
121.75	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
122.38	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.44
123.07	27.87	28.25	27.87	28.31	28.37	28.37	28.25	28.56	27.69	27.25	27.69	27.81	28.37	27.44
123.70	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
124.37	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
125.03	27.87	28.19	27.94	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
125.71	27.94	28.25	27.87	28.25	28.37	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
126.38	27.94	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
127.05	27.87	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
127.71	27.87	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.44
128.36	27.94	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.44
129.03	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.75	28.31	27.44
129.68	27.87	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
130.35	27.87	28.25	27.94	28.31	28.31	28.31	28.25	28.56	27.69	27.25	27.69	27.75	28.31	27.50
131.01	27.87	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.75	28.31	27.50
131.67	27.87	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.69	27.25	27.69	27.75	28.31	27.44
132.38	27.94	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.50
133.00	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
133.68	27.87	28.25	27.94	28.31	28.37	28.37	28.31	28.62	27.75	27.25	27.69	27.81	28.31	27.44
134.32	27.87	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
135.00	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
135.68	27.87	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
136.30	27.87	28.25	27.94	28.31	28.31	28.31	28.25	28.69	27.69	27.25	27.69	27.81	28.31	27.44
136.96	27.94	28.25	27.87	28.25	28.31	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.44
137.64	27.94	28.25	27.87	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
138.32	27.87	28.25	27.94	28.25	28.31	28.31	28.25	28.62	27.75	27.25	27.69	27.75	28.31	27.50
138.98	27.94	28.25	27.87	28.31	28.31	28.31	28.25	28.62	27.62	27.25	27.69	27.75	28.31	27.44
139.65	27.94	28.25	27.87	28.31	28.31	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
140.30	27.87	28.25	27.87	28.31	28.31	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
140.94	27.94	28.25	27.94	28.25	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
141.63	27.87	28.25	27.94	28.31	28.31	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
142.30	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.37	27.44
142.94	27.94	28.25	27.94	28.25	28.31	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
143.61	27.87	28.25	27.94	28.25	28.31	28.37	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
144.26	27.94	28.25	27.87	28.25	28.37	28.31	28.19	28.56	27.62	27.25	27.69	27.81	28.31	27.44
144.93	27.87	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.44
145.61	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
146.28	27.94	28.31	27.94	28.31	28.31	28.37	28.19	28.62	27.69	27.25	27.69	27.81	28.31	27.44
146.93	27.94	28.31	27.87	28.31	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
147.60	27.94	28.31	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
148.27	27.87	28.25	27.94	28.31	28.31	28.37	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
148.90	27.87	28.31	27.87	28.31	28.37	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
149.59	27.94	28.25	27.94	28.25	28.37	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
150.23	27.94	28.31	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
150.93	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
151.57	27.94	28.25	27.94	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
152.26	27.87	28.25	27.94	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
152.91	27.87	28.25	27.94	28.25	28.31	28.31	28.25	28.56	27.69	27.31	27.69	27.81	28.31	27.44
153.60	27.94	28.25	27.87	28.31	28.37	28.31	28.31	28.62	27.75	27.25	27.69	27.81	28.31	27.44
154.23	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.44
154.89	27.94	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.62	27.25	27.69	27.81	28.31	27.50
155.58	27.94	28.25	27.87	28.31	28.37	28.31	28.31	28.56	27.69	27.25	27.69	27.81	28.31	27.50
156.22	27.94	28.25	27.87	28.31	28.31	28.31	28.31	28.62	27.75	27.25	27.69	27.81	28.31	27.50
156.90	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
157.56	27.94	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.50
158.20	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
158.88	27.94	28.25	27.87	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
159.50	27.94	28.25	27.94	28.25	28.37	28.31	28.31	28.62	27.69	27.25	27.69	27.81	28.31	27.44
160.20	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
160.87	27.94	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.44
161.51	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.56	27.62	27.25	27.69	27.81	28.31	27.44
162.19	27.94	28.25	27.87	28.31	28.37	28.31	28.25	28.56	27.69	27.25	27.75	27.81	28.31	27.44
162.85	27.94	28.25	27.87	28.31	28.37	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
163.50	27.87	28.25	27.94	28.25	28.37	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
164.18	27.94	28.25	27.87	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
164.81	27.94	28.25	27.87	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
165.53	27.94	28.25	27.87	28.25	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.75	28.31	27.44
166.17	27.94	28.25	27.87	28.25	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.75	28.31	27.44
166.82	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.75	28.31	27.50
167.49	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
168.15	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
168.82	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.37	27.44
169.48	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.56	27.75	27.25	27.69	27.81	28.31	27.50
170.14	27.87	28.25	27.94	28.31	28.31	28.37	28.19	28.62	27.69	27.25	27.69	27.81	28.31	27.44
170.81	27.94	28.25	27.94	28.31	28.37	28.37	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
171.48	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.50
172.16	27.94	28.25	27.87	28.31	28.31	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
172.79	27.94	28.25	27.94	28.31	28.31	28.31	28.31	28.56	27.69	27.25	27.75	27.81	28.31	27.44
173.47	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
174.12	27.94	28.25	27.87	28.25	28.37	28.31	28.25	28.62	27.62	27.25	27.69	27.81	28.31	27.50
174.78	27.94	28.25	27.94	28.25	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
175.46	27.94	28.31	27.94	28.31	28.37	28.31	28.19	28.56	27.69	27.25	27.69	27.81	28.31	27.44
176.13	27.94	28.25	27.94	28.31	28.37	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.50
176.77	27.94	28.25	27.87	28.31	28.31	28.31	28.25	28.62	27.75	27.25	27.69	27.81	28.31	27.50
177.47	27.94	28.25	27.94	28.31	28.31	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
178.10	27.87	28.25	27.87	28.31	28.37	28.31	28.25	28.56	27.69	27.25	27.69	27.81	28.31	27.44
178.77	27.87	28.25	27.94	28.31	28.31	28.31	28.25	28.56	27.75	27.25	27.69	27.81	28.31	27.44
179.44	27.94	28.25	27.87	28.31	28.31	28.31	28.25	28.62	27.69	27.25	27.69	27.81	28.31	27.44
